month,n_grids,n_wind_available,mean_u10_m_s,mean_v10_m_s,mean_wind_speed_m_s,n_wind_missing,wind_availability_fraction
2003-01-01,148,148,2.400479909536001,0.6139623281118032,2.612341740403503,0,1.0
2003-02-01,148,148,3.516872947280471,-2.2653974069131393,4.196870150634466,0,1.0
2003-03-01,148,148,0.015006941718024186,-0.11623078423577386,0.4935868684278643,0,1.0
2003-04-01,148,148,-2.575959411827294,0.966477548753893,2.7830745855154833,0,1.0
2003-05-01,148,148,-3.1706406619097733,1.4025982779425543,3.488410002277731,0,1.0
2003-06-01,148,148,-5.265124269433923,2.0517615240973397,5.72263721212293,0,1.0
2003-07-01,148,148,-6.01054877203864,3.6474685411195495,7.130930450090634,0,1.0
2003-08-01,148,148,-5.154452684763315,4.01258659362793,6.668927167055948,0,1.0
2003-09-01,148,148,-5.211668014526367,4.227887153625488,6.7955867630387505,0,1.0
2003-10-01,148,148,-3.685088028778901,3.915864944458008,5.501487743314455,0,1.0
2003-11-01,148,148,-1.9088917809563715,3.2976787670238603,4.120506016008827,0,1.0
2003-12-01,148,148,1.4979653487334381,0.12973354958199163,1.7443868165325065,0,1.0
2004-01-01,148,148,0.4088413650925095,0.27189254760742193,1.1135876559307325,0,1.0
2004-02-01,148,148,3.7059077701053105,-1.7692515914504592,4.127255064510582,0,1.0
2004-03-01,148,148,3.533849252236856,-0.6346916250280431,3.6732154973590823,0,1.0
2004-04-01,148,148,-3.706005689260122,1.2607363108042127,3.969681247771767,0,1.0
2004-05-01,148,148,-1.6982319806073163,1.7199075286452834,2.638864497420068,0,1.0
2004-06-01,148,148,-4.069107081439044,2.5242801356959985,4.816124700673687,0,1.0
2004-07-01,148,148,-4.137779931764345,1.8064967232781488,4.552479667426498,0,1.0
2004-08-01,148,148,-5.9564539677387955,4.130787978301177,7.339632336891424,0,1.0
2004-09-01,148,148,-5.324547535664326,3.2849558237436653,6.331063754950939,0,1.0
2004-10-01,148,148,-4.4614212964032145,4.140051609761006,6.178486777889688,0,1.0
2004-11-01,148,148,-2.5614917600477063,2.850904670921532,4.096797913689818,0,1.0
2004-12-01,148,148,0.5542169261623073,0.7020341512319204,1.633797860775105,0,1.0
2005-01-01,148,148,2.0101301605637008,-0.9462068403089369,2.245115253505354,0,1.0
2005-02-01,148,148,0.540695654379355,-0.493601335061563,0.8360066515935276,0,1.0
2005-03-01,148,148,1.2576691911027238,-0.5297011298102301,1.383921970872222,0,1.0
2005-04-01,148,148,-1.328181962709169,0.841138118022197,1.6585127165603508,0,1.0
2005-05-01,148,148,-3.0478885238235063,1.0524479634053,3.261234653262655,0,1.0
2005-06-01,148,148,-1.6084181553608663,0.7327471810418207,1.791341490381393,0,1.0
2005-07-01,148,148,-4.261185568732184,2.6247598029471733,5.032647891671355,0,1.0
2005-08-01,148,148,-4.831502089629302,3.5217598580025338,6.036959840343402,0,1.0
2005-09-01,148,148,-4.56221629477836,3.6755571623106262,5.934043524676881,0,1.0
2005-10-01,148,148,-2.9408351795093433,3.336336831788759,4.564414359276743,0,1.0
2005-11-01,148,148,-1.7573037534146696,2.2944609925553605,3.2957591623315077,0,1.0
2005-12-01,148,148,2.7212290119480445,1.0192947903194942,3.22050359567393,0,1.0
2006-01-01,148,148,4.2489313692659945,-1.3865239684646193,4.517083901085244,0,1.0
2006-02-01,148,148,2.207986496590279,-0.27228767807419235,2.288856765049163,0,1.0
2006-03-01,148,148,3.990323015161463,-1.9497569573892128,4.474473339409603,0,1.0
2006-04-01,148,148,1.5083428202448665,0.5934241011336044,1.863249643071137,0,1.0
2006-05-01,148,148,-2.6806699391957878,1.7638155447470178,3.243251461405474,0,1.0
2006-06-01,148,148,-5.367503295073638,2.9311620351430534,6.1583843316288425,0,1.0
2006-07-01,148,148,-5.723853987616462,3.6000503076089396,6.839041726940014,0,1.0
2006-08-01,148,148,-5.885893538191512,4.330743454598092,7.434545757861161,0,1.0
2006-09-01,148,148,-4.814366933461783,4.589650643838419,6.842167062656561,0,1.0
2006-10-01,148,148,-4.38228009198163,4.695424801594502,6.55482870704353,0,1.0
2006-11-01,148,148,-3.766443072138606,3.029955838177655,4.929306372506138,0,1.0
2006-12-01,148,148,-0.6400710183220941,1.3671282175424937,2.1572171038243466,0,1.0
2007-01-01,148,148,2.3763478768838424,0.22059837547508446,2.4953350238016165,0,1.0
2007-02-01,148,148,1.440351151131295,-0.8214981233751452,1.675534401294102,0,1.0
2007-03-01,148,148,4.852505632348962,-1.0594583975302208,5.0636677575750735,0,1.0
2007-04-01,148,148,-0.11739921569824222,0.8962020358523807,1.6746739524725458,0,1.0
2007-05-01,148,148,-3.4803676862974426,1.623119302698084,3.875151878182697,0,1.0
2007-06-01,148,148,-3.8910336107821077,2.4645664627487593,4.630786852202662,0,1.0
2007-07-01,148,148,-5.077988083298142,3.2016886633795663,6.059683591045149,0,1.0
2007-08-01,148,148,-6.012719360557762,4.431354032980429,7.573044774904843,0,1.0
2007-09-01,148,148,-4.819321503510347,4.974504316175306,7.090541037281102,0,1.0
2007-10-01,148,148,-3.4078939540966138,4.230672166154191,5.582462305960772,0,1.0
2007-11-01,148,148,-1.2068343549161342,3.112399101257324,3.727531118432501,0,1.0
2007-12-01,148,148,2.2864188890199406,-0.5324277620057802,2.416647995663175,0,1.0
2008-01-01,148,148,3.2154616536320866,-0.3228234729251346,3.313750819506898,0,1.0
2008-02-01,148,148,6.204624098700446,-3.2562956165623023,7.035262126100214,0,1.0
2008-03-01,148,148,2.343546197221086,-0.5398890521075275,2.4809633851193946,0,1.0
2008-04-01,148,148,-0.5062695580559808,0.39179838025892105,1.054250486003071,0,1.0
2008-05-01,148,148,-4.737734330667032,3.3292187355660103,5.845454707042373,0,1.0
2008-06-01,148,148,-4.842744595295674,2.9422826509217956,5.727362995361965,0,1.0
2008-07-01,148,148,-5.618077046162373,3.9825396924405485,7.00381484313353,0,1.0
2008-08-01,148,148,-5.975561477042533,4.050804215508538,7.309585692872011,0,1.0
2008-09-01,148,148,-5.108869810362121,4.236059833217312,6.736644393085549,0,1.0
2008-10-01,148,148,-3.81279486578864,3.7284865508208402,5.387658534568307,0,1.0
2008-11-01,148,148,0.1561825468733504,1.916442639118916,2.7037339927915456,0,1.0
2008-12-01,148,148,1.7246719051051784,0.7538387195484059,2.578185640486923,0,1.0
2009-01-01,148,148,3.7594724345851587,-1.5098104992428343,4.084977964187662,0,1.0
2009-02-01,148,148,5.6272715233467725,-2.407718246047561,6.169169600518031,0,1.0
2009-03-01,148,148,1.4600524644593935,-0.06654412037617452,1.5966516986478387,0,1.0
2009-04-01,148,148,-0.10094918431462468,0.8513206275733741,1.2334572696018204,0,1.0
2009-05-01,148,148,-1.4325056591549434,0.9284092413412558,1.8705624427043461,0,1.0
2009-06-01,148,148,-3.286803451744286,1.538087174699113,3.6484747649622338,0,1.0
2009-07-01,148,148,-4.792509130529456,3.1805333575686894,5.809498338461848,0,1.0
2009-08-01,148,148,-5.06935385111216,3.8082952757139465,6.435873254847424,0,1.0
2009-09-01,148,148,-4.800033930185679,4.939557539450155,7.0034470791610515,0,1.0
2009-10-01,148,148,-4.254270347389015,4.005120715579471,5.917125449842748,0,1.0
2009-11-01,148,148,-0.8897456091803473,1.887499706165211,2.646059742034071,0,1.0
2009-12-01,148,148,-0.2829160432557801,0.8023676743378512,1.7234265041328152,0,1.0
2010-01-01,148,148,4.248848244950578,-1.6040960260339685,4.581361841567875,0,1.0
2010-02-01,148,148,0.6927900829830685,-0.3361371530068887,0.8203950044203904,0,1.0
2010-03-01,148,148,1.1968152587478225,-0.12216209720920874,1.2909465816035959,0,1.0
2010-04-01,148,148,2.589620461335053,0.7082210746971337,2.791142710160283,0,1.0
2010-05-01,148,148,-2.1399679957209408,1.4813925768878011,2.626898599011788,0,1.0
2010-06-01,148,148,-3.464086377942884,1.4495892138094515,3.784360788125575,0,1.0
2010-07-01,148,148,-2.9062361846099023,1.596149831204801,3.33880549496832,0,1.0
2010-08-01,148,148,-3.6694121231903902,1.789820232906857,4.103352569698957,0,1.0
2010-09-01,148,148,-1.394527512627679,1.4891095290312897,2.2050928963924044,0,1.0
2010-10-01,148,148,-0.2504966065690324,1.8551557386243664,2.7799681932082407,0,1.0
2010-11-01,148,148,1.8013967050088422,0.3708561046703442,2.2262730327312554,0,1.0
2010-12-01,148,148,5.642488376514332,-2.1545577435880094,6.1399234307649655,0,1.0
2011-01-01,148,148,5.645300684748469,-3.0664928281629407,6.447814883450074,0,1.0
2011-02-01,148,148,4.681345217936748,-2.5071744145573795,5.3300615744692585,0,1.0
2011-03-01,148,148,4.502289849358636,-0.7791109600582637,4.736595425983116,0,1.0
2011-04-01,148,148,1.5191833908493453,-0.0430071547224715,1.6668136909603346,0,1.0
2011-05-01,148,148,-1.4428481797914248,1.7854671478271484,2.4495832690667645,0,1.0
2011-06-01,148,148,-4.075466439530656,2.4996326291883313,4.838449122075889,0,1.0
2011-07-01,148,148,-4.839699977153057,2.940701252705342,5.717154416988565,0,1.0
2011-08-01,148,148,-5.495410455239786,4.047340960116,6.963106826186243,0,1.0
2011-09-01,148,148,-4.95047394005028,4.431582889041385,6.7839085162449315,0,1.0
2011-10-01,148,148,-4.030348520021181,3.1899323076815222,5.223929590996896,0,1.0
2011-11-01,148,148,-1.521194973507443,2.393003747269914,3.1369621721760845,0,1.0
2011-12-01,148,148,2.4171947788547823,-0.6053363954698717,2.577774989000774,0,1.0
2012-01-01,148,148,5.976694132830645,-2.3027374422228015,6.455170727075736,0,1.0
2012-02-01,148,148,1.3057931693824563,-0.14944470895303263,1.366320425361696,0,1.0
2012-03-01,148,148,5.384218422142235,-2.1462906760138436,5.916909809839611,0,1.0
2012-04-01,148,148,-1.4821495365452122,1.1228139207169816,2.0322137824619473,0,1.0
2012-05-01,148,148,-3.439961278760755,2.0274398906810864,4.025969680541768,0,1.0
2012-06-01,148,148,-3.8891563931026973,1.8730092177519928,4.3521415151721525,0,1.0
2012-07-01,148,148,-5.680744351567449,3.8139721380697713,6.939590513154858,0,1.0
2012-08-01,148,148,-6.107273797731142,4.6317384307448926,7.798310400213333,0,1.0
2012-09-01,148,148,-4.620425533603978,4.586806451952135,6.645275703200168,0,1.0
2012-10-01,148,148,-3.9633494454461173,3.5449002755654826,5.394895370981077,0,1.0
2012-11-01,148,148,-3.1391132715586068,2.8442547256882125,4.288385931215764,0,1.0
2012-12-01,148,148,2.4706589724566483,-0.5051443254625475,2.6601457214483903,0,1.0
2013-01-01,148,148,5.044679409748799,-2.3228773684115023,5.5776589589813215,0,1.0
2013-02-01,148,148,3.643508833807868,-2.114219175802695,4.232709776478435,0,1.0
2013-03-01,148,148,1.1674921448166307,0.0776510496397276,1.211120164533946,0,1.0
2013-04-01,148,148,0.7444077053585568,-0.10426057351602096,1.2390753737920321,0,1.0
2013-05-01,148,148,0.05514041797534832,0.5419579583245355,1.0520916225725983,0,1.0
2013-06-01,148,148,1.5079426121067359,-0.3148110621684306,1.8055461785709306,0,1.0
2013-07-01,148,148,-3.954407021806047,2.030684496905353,4.46182973159047,0,1.0
2013-08-01,148,148,-5.603535291310903,3.2928048984424487,6.549802252095034,0,1.0
2013-09-01,148,148,-5.244527868322424,4.142879125234243,6.757702309052257,0,1.0
2013-10-01,148,148,-3.885513151014173,3.638536685221904,5.401887978573163,0,1.0
2013-11-01,148,148,-0.5072585698720571,1.8697617247297962,2.3370170021121432,0,1.0
2013-12-01,148,148,1.9870122703346047,-0.6088518967499604,2.2289498949324718,0,1.0
2014-01-01,148,148,3.807243321392987,-2.277156623634132,4.477809689703238,0,1.0
2014-02-01,148,148,3.01402388392268,-2.438202935296136,3.9649983622588407,0,1.0
2014-03-01,148,148,-0.7204393696140599,0.001641041523701443,1.102654349427564,0,1.0
2014-04-01,148,148,2.3617774087029533,-0.13206396876154722,2.580522918012082,0,1.0
2014-05-01,148,148,-3.1099714846224398,0.9304525787765915,3.2880878355714436,0,1.0
2014-06-01,148,148,-1.7932093079025682,0.8922319927731076,2.1405239904404065,0,1.0
2014-07-01,148,148,-3.810621184271735,2.7443517220986857,4.763009689804468,0,1.0
2014-08-01,148,148,-5.545203183148359,3.053312714035447,6.389424909801181,0,1.0
2014-09-01,148,148,-5.532332136824325,4.250135215553078,7.074779324803693,0,1.0
2014-10-01,148,148,-5.080509830165553,4.259558935423155,6.717585163231425,0,1.0
2014-11-01,148,148,-2.3521667944418416,2.454277786048683,3.590895021464943,0,1.0
2014-12-01,148,148,3.6753652160232133,-1.6041030110539616,4.140156622222283,0,1.0
2015-01-01,148,148,4.0214521047231315,-1.8048413766397011,4.434188354467009,0,1.0
2015-02-01,148,148,1.366128869958826,-1.423391831887735,2.033531926340477,0,1.0
2015-03-01,148,148,1.9758558015565615,-1.0508986292658626,2.245756295668027,0,1.0
2015-04-01,148,148,1.6919501536601298,-0.2244177380123654,1.7655688275349584,0,1.0
2015-05-01,148,148,-4.193032032734639,1.9927650657860008,4.6768704849898945,0,1.0
2015-06-01,148,148,-5.2392781747354045,2.5390478340355127,5.880291270347654,0,1.0
2015-07-01,148,148,-5.1282931147394955,3.0610699267000765,6.040932239463164,0,1.0
2015-08-01,148,148,-5.786753035880424,3.9265174865722656,7.10548375028808,0,1.0
2015-09-01,148,148,-5.34533253231564,4.38523766801164,7.057556632445197,0,1.0
2015-10-01,148,148,-5.033219389013342,3.6640822178608663,6.362966872715616,0,1.0
2015-11-01,148,148,-3.2427541887437976,2.93510424124228,4.445313622537316,0,1.0
2015-12-01,148,148,1.0002601726635083,0.6992533142502243,1.5991416693462277,0,1.0
2016-01-01,148,148,-0.006094236631651163,-0.7309402517370276,0.8943803335803105,0,1.0
