month,n_grids,n_chla_observed,chla_mean_mg_m3,chla_median_mg_m3,sst_mean_c,sst_anomaly_mean_c,u10_mean_m_s,v10_mean_m_s,wind_speed_mean_m_s,chla_availability_fraction
2003-01-01,148,148,0.2873148304257933,0.13553606768364435,29.002943975154274,0.47707278694739885,2.400479909536001,0.6139623281118032,2.612341740403503,1.0
2003-02-01,148,148,0.39982133968950745,0.1365709210330793,28.68748489724163,0.09070945747779198,3.516872947280471,-2.2653974069131393,4.196870150634466,1.0
2003-03-01,148,148,0.4067940810990541,0.210474435311381,28.644589596243662,-0.33344593805925954,0.015006941718024186,-0.11623078423577386,0.4935868684278643,1.0
2003-04-01,148,148,0.2972949647220042,0.1680561227434561,29.817316870216853,0.5838468334243239,-2.575959411827294,0.966477548753893,2.7830745855154833,1.0
2003-05-01,148,148,0.32817522123484383,0.16385715998657968,29.24508435183644,0.06284219536275878,-3.1706406619097733,1.4025982779425543,3.488410002277731,1.0
2003-06-01,148,148,0.4850379994174078,0.34201678305932204,28.564920539254544,-0.2734391825202315,-5.265124269433923,2.0517615240973397,5.72263721212293,1.0
2003-07-01,148,148,1.3274644081283973,1.0438407312869793,26.989354252503453,-1.276048357272074,-6.01054877203864,3.6474685411195495,7.130930450090634,1.0
2003-08-01,148,148,0.8771233833938652,0.7682146102792377,26.762002452727288,-1.069348275043158,-5.154452684763315,4.01258659362793,6.668927167055948,1.0
2003-09-01,148,148,0.48057453356941393,0.3723767317320742,27.91750389734904,0.18498422967496553,-5.211668014526367,4.227887153625488,6.7955867630387505,1.0
2003-10-01,148,133,0.26733103331514774,0.2194043288428338,28.241607917529556,0.15637750301709838,-3.685088028778901,3.915864944458008,5.501487743314455,0.8986486486486487
2003-11-01,148,143,0.34102738397680643,0.2135580665103653,28.417170540491743,-0.04275675581533227,-1.9088917809563715,3.2976787670238603,4.120506016008827,0.9662162162162162
2003-12-01,148,148,0.38430606860066285,0.1581641365003355,28.196581766931725,-0.3147210039912115,1.4979653487334381,0.12973354958199163,1.7443868165325065,1.0
2004-01-01,148,148,0.5128401168247733,0.23526469315213727,28.542168095513023,0.016150827581304872,0.4088413650925095,0.27189254760742193,1.1135876559307325,1.0
2004-02-01,148,132,0.5868884844868598,0.29376378238113054,28.351982140696617,-0.2506011127397064,3.7059077701053105,-1.7692515914504592,4.127255064510582,0.8918918918918919
2004-03-01,148,148,0.33496240615395845,0.15000989021556388,28.680916995303775,-0.29705535511526016,3.533849252236856,-0.6346916250280431,3.6732154973590823,1.0
2004-04-01,148,148,0.3435251963886018,0.17086534464109882,29.407553398716555,0.1740450406967251,-3.706005689260122,1.2607363108042127,3.969681247771767,1.0
2004-05-01,148,148,0.2977893200758876,0.12785035514581544,28.959404330931235,-0.22278770138676024,-1.6982319806073163,1.7199075286452834,2.638864497420068,1.0
2004-06-01,148,148,0.3582993558781994,0.20221212203057043,28.856379994400985,0.018020270141428926,-4.069107081439044,2.5242801356959985,4.816124700673687,1.0
2004-07-01,148,148,0.3930651884179316,0.20594835811294732,28.346950125257763,0.08167392941989139,-4.137779931764345,1.8064967232781488,4.552479667426498,1.0
2004-08-01,148,148,0.5007238135035259,0.376026518588201,27.773737401055996,-0.05765475010468505,-5.9564539677387955,4.130787978301177,7.339632336891424,1.0
2004-09-01,148,148,0.4040812385730142,0.3486324614528509,28.15499487223926,0.42242116114787487,-5.324547535664326,3.2849558237436653,6.331063754950939,1.0
2004-10-01,148,148,0.36948851147618045,0.2713576858068453,27.901581774614332,-0.1835658194459877,-4.4614212964032145,4.140051609761006,6.178486777889688,1.0
2004-11-01,148,126,0.34355191014027037,0.18838007806384383,28.6403732265438,0.18049323929112976,-2.5614917600477063,2.850904670921532,4.096797913689818,0.8513513513513513
2004-12-01,148,148,0.2845875809271476,0.13138452275449636,28.417495012075463,-0.09381865526962807,0.5542169261623073,0.7020341512319204,1.633797860775105,1.0
